facility_code,facility_name,facility_major_type,facility_type,facility_category,ownership_major,is_private,is_licensed,city_raw,city_norm,barangay,service_capability,doh_level,service_level_weight,bed_capacity,license_status
DOH000000000046625,TLCC MEDICAL HEALTH SERVICES,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,ROSARIO,,0,1.5,0,Licensing Status:With License
DOH000000000039226,TMDC INTEGRATED HEALTH CARE CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,PAMPLONA TRES,,0,1.5,0,Licensing Status:With License
DOH000000000049869,"TOKYO HEALTHLINK, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000046405,"TOKYO HEALTHLINK, INC. MEDICAL DIAGNOSTIC CENTER",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.5,0,Licensing Status:With License
DOH000000000005173,TONDO FORESHORE HEALTH CENTER &AMP; LYING-IN CLINIC,Health Facility,Rural Health Unit,rhu,Government,0,1,TONDO I/II,MANILA,BARANGAY 118,,0,1.5,0,Licensing Status:With License
DOH000000000046633,TONDO FORSHORE SUPER HEALTH CENTER &AMP; LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Government,0,1,TONDO I/II,MANILA,BARANGAY 118,,0,1.5,8,Licensing Status:With License
DOH000000000002524,TONDO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,TONDO I/II,MANILA,BARANGAY 165,,0,1.5,0,Licensing Status:With License
DOH000000000006596,TONDO MEDICAL CENTER,Health Facility,Hospital,hospital,Government,0,1,TONDO I/II,MANILA,BARANGAY 126,Level 3,3,4.0,300,Licensing Status:With License
DOH000000000039009,TONDO MEDICAL CENTER (GENEXPERT),Health Facility,COVID-19 Testing Laboratory,laboratory,Government,0,1,TONDO I/II,MANILA,BARANGAY 126,,0,1.0,0,Licensing Status:With License
DOH000000000052688,TONDO MEDICAL CENTER (TMC BUCAS CENTER - BETTER WORLD),Health Facility,Bagong Urgent Care and Ambulatory Service,other,Government,0,0,TONDO I/II,MANILA,BARANGAY 128,,0,1.0,0,
DOH000000000007288,TONSUYA SUPER HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MALABON,MALABON,TONSUYA,,0,1.5,0,
DOH000000000045820,TOP MED DIAGNOSTICS AND MULTISPECIALTY CLINIC INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF VALENZUELA,VALENZUELA,KARUHATAN,,0,1.5,0,Licensing Status:With License
DOH000000000040958,TOPHEALTH MEDICAL CLINICS INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 350,,0,1.5,0,Licensing Status:With License
DOH000000000049871,"TOPHEALTH MEDICAL CLINICS, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 350,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049872,TOPMED DIAGNOSTICS AND ANIMAL BITE CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,CENTRAL,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040775,TORO HILLS CLINICAL LABORATORY,Health Facility,Clinical Laboratory,clinic,Government,0,1,QUEZON CITY,QUEZON CITY,BAHAY TORO,,0,1.5,0,Licensing Status:With License
DOH000000000007304,TORO HILLS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,BAHAY TORO,,0,1.5,0,
DOH000000000003349,TORRES BUGALLON HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 5,,0,1.5,0,
DOH000000000049047,TRANSCARE EMERGENCY MEDICAL SERVICES,Health Facility,Ambulance Service Provider,ambulance,Private,1,1,SAMPALOC,MANILA,BARANGAY 586,,0,0.5,0,Licensing Status:With License
DOH000000000049875,TRANSGLOBAL HEALTH SYSTEM INC,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MAKATI,MAKATI,SAN ANTONIO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000048118,"TRANSGLOBAL HEALTH SYSTEM, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,CITY OF MAKATI,MAKATI,SAN ANTONIO,,0,1.0,0,Licensing Status:With License
DOH000000000048278,"TRANSNATIONAL MEDICAL AND DIAGNOSTIC CENTER, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,INTRAMUROS,MANILA,BARANGAY 658,,0,1.0,0,Licensing Status:With License
DOH000000000050477,"TRANSNATIONAL MEDICAL AND DIAGNOSTIC CENTER, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,PASAY CITY,PASAY,BARANGAY 76,,0,1.0,0,Licensing Status:With License
DOH000000000049876,"TRANSNATIONAL MEDICAL DIAGNOSTIC CENTER, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,INTRAMUROS,MANILA,BARANGAY 658,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049878,TRICITY MEDICAL CENTER INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF PASIG,PASIG,MAYBUNGA,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000032083,"TRICITY MEDICAL CENTER, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF PASIG,PASIG,MAYBUNGA,Level 2,2,3.0,100,Licensing Status:With License
DOH000000000033239,TRINIDAD MIDWIFERY LYING-IN SERVICES,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,FAIRVIEW,,0,1.5,2,Licensing Status:With License
DOH000000000040799,TRINITY UNIVERSITY OF ASIA DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,KALUSUGAN,,0,1.5,0,Licensing Status:With License
DOH000000000002852,"TRINITY WOMAN AND CHILD CENTER ""THE BIRTHPLACE""",Health Facility,Hospital,hospital,Private,1,1,SANTA ANA,MANILA,BARANGAY 888,Level 1,1,2.5,18,Licensing Status:With License
DOH000000000052455,TROPICAL DISEASE FOUNDATION INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,PIO DEL PILAR,,0,1.5,0,Licensing Status:With License
DOH000000000007310,TUGATOG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MALABON,MALABON,TUGATOG,,0,1.5,0,
DOH000000000003267,TUGATOG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,VIENTE REALES,,0,1.5,0,
DOH000000000015994,TUKTUKAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,TUKTUKAN,,0,1.5,0,
DOH000000000045364,"TULAY LINGAP NI PADRE PIO, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,,0,1.5,0,Licensing Status:With License
DOH000000000022910,TUMANA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF MARIKINA,MARIKINA,TUMANA,,0,1.5,0,Licensing Status:With License
DOH000000000001944,TUNASAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MUNTINLUPA,MUNTINLUPA,TUNASAN,,0,1.5,0,
DOH000000000054630,"TUV RHEINLAND PHILIPPINES, INC.",Health Related Facility,Certifying Organization,other,Private,1,1,CITY OF MAKATI,MAKATI,MAGALLANES,,0,1.0,0,Licensing Status:With License
DOH000000000040537,TWINVILLE MATERNITY CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF MARIKINA,MARIKINA,CONCEPCION UNO,,0,1.5,1,Licensing Status:With License
DOH000000000033241,TZLR LYING IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,CALZADA,,0,1.5,2,Licensing Status:With License
DOH000000000040385,UEJ2 DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,0,Licensing Status:With License
DOH000000000004235,UGONG 3S HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,UGONG,,0,1.5,0,
DOH000000000040933,UGONG DISIPLINA VILLAGE HEALTH CENTER,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF VALENZUELA,VALENZUELA,UGONG,,0,1.5,0,
DOH000000000007278,UGONG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF PASIG,PASIG,UGONG,,0,1.5,0,
DOH000000000040598,UGONG LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Government,0,1,CITY OF VALENZUELA,VALENZUELA,UGONG,,0,1.5,3,Licensing Status:With License
DOH000000000040440,UHA MATERNITY LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,PASAY CITY,PASAY,BARANGAY 183,,0,1.5,2,Licensing Status:With License
DOH000000000000698,"UHBI-PARAÑAQUE DOCTORS HOSPITAL, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,DON BOSCO,Level 2,2,3.0,94,Licensing Status:With License
DOH000000000039217,ULTRAMAX ULTRASOUND &AMP; DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,PAMPLONA UNO,,0,1.5,0,Licensing Status:With License
DOH000000000041084,ULTRAMAX ULTRASOUND &AMP; DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN DIONISIO,,0,1.5,0,Licensing Status:With License
DOH000000000040544,UNANG YAKAP PAANAKAN SA DAMAYAN LAGI CO.,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,DAMAYANG LAGI,,0,1.5,1,Licensing Status:With License
DOH000000000052459,UNICARE DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,SAN NICOLAS,MANILA,BARANGAY 272,,0,1.5,0,Licensing Status:With License
DOH000000000040607,UNIFAM BIRTHING HOME AND MEDICAL CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,UPPER BICUTAN,,0,1.5,1,Licensing Status:With License
DOH000000000041104,UNIFIED HEALTH POLY CLINIC DIAGNOSTIC AND DRUG TESTING CORP.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN MARTIN DE PORRES,,0,1.5,0,Licensing Status:With License
DOH000000000049890,"UNIFIED HEALTH POLYCLINIC, DIAGNOSTIC AND DRUG TESTING CORPORATION",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN MARTIN DE PORRES,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000048637,"UNIFIED MEDICAL SERVICES, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,IMMACULATE CONCEPCION,,0,1.0,0,Licensing Status:With License
DOH000000000032017,"UNIHEALTH PARAÑAQUE HOSPITAL AND MEDICAL CENTER, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN ISIDRO,Level 2,2,3.0,100,Licensing Status:With License
DOH000000000049891,UNIMED DIAGNOSTIC CENTER CORP.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000048375,UNIMED DIAGNOSTIC CENTER CORP.,Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,QUEZON CITY,QUEZON CITY,DON MANUEL,,0,1.0,0,Licensing Status:With License
DOH000000000039346,UNITED DIAGNOSTIC LABORATORY INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,PACO,MANILA,BARANGAY 676,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000041567,UNITED DIALYSIS AND KIDNEY CARE INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MARIKINA,MARIKINA,CONCEPCION UNO,,0,2.0,0,Licensing Status:With License
DOH000000000000797,"UNITED DOCTORS MEDICAL CENTER, INC.",Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,DON MANUEL,Level 2,2,3.0,30,Licensing Status:With License
DOH000000000049892,UNITED DOCTORS SERVICE CORPORATION,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,TONDO I/II,MANILA,BARANGAY 262,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000043398,UNITED DOCTORS SERVICE CORPORATION,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000040847,"UNITED EASTERN HEALTH PROFESSIONAL GROUP (UEHPG), INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.5,0,Licensing Status:With License
DOH000000000041016,UNIVERSAL MATERNITY CLINIC &AMP; LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,SAN NICOLAS (POB.),,0,1.5,0,Licensing Status:With License
DOH000000000048632,UNIVERSITY HEALTH SERVICE LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Government,0,1,QUEZON CITY,QUEZON CITY,U.P. CAMPUS,,0,1.0,0,Licensing Status:With License
DOH000000000039137,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC.,Health Facility,COVID-19 Testing Laboratory,laboratory,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,ALMANZA UNO,,0,1.0,0,Licensing Status:With License
DOH000000000000798,"UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,PAMPLONA UNO,Level 3,3,4.0,285,Licensing Status:With License
DOH000000000002997,UNIVERSITY OF SANTO TOMAS HOSPITAL,Health Facility,Hospital,hospital,Private,1,1,SAMPALOC,MANILA,BARANGAY 470,Level 3,3,4.0,700,Licensing Status:With License
DOH000000000005683,UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,DO?A IMELDA,Level 3,3,4.0,307,Licensing Status:With License
DOH000000000051954,UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEMORIAL MEDICAL CENTER,Health Facility,Kidney Transplant Facility,other,Private,1,1,QUEZON CITY,QUEZON CITY,DO?A IMELDA,,0,2.0,0,Licensing Status:With License
DOH000000000039343,UNLAB MEDICAL CLINIC CORP.,Health Facility,Clinical Laboratory,clinic,Private,1,1,MALATE,MANILA,BARANGAY 694,Level 3,3,4.0,0,Licensing Status:With License
DOH000000000006092,UP HEALTH SERVICE,Health Facility,Infirmary,infirmary,Government,0,1,QUEZON CITY,QUEZON CITY,U.P. CAMPUS,,0,2.5,25,Licensing Status:With License
DOH000000000005032,UP-PHILIPPINE GENERAL HOSPITAL,Health Facility,Hospital,hospital,Government,0,1,ERMITA,MANILA,BARANGAY 670,Level 3,3,4.0,1334,Licensing Status:With License
DOH000000000000914,UPPER BICUTAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,UPPER BICUTAN,,0,1.5,0,
DOH000000000007542,URBANVILLE HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF LAS PI?AS,LAS PINAS,TALON TRES,,0,1.5,0,
DOH000000000016018,URDUJA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 172,,0,1.5,0,
DOH000000000048627,"URO INDUSTRIAL CLINIC, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,PACO,MANILA,BARANGAY 674,,0,1.0,0,Licensing Status:With License
DOH000000000025834,"UROLOGY CENTER OF THE PHILIPPINES, INC.",Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,CENTRAL,Level 3,3,4.0,16,Licensing Status:With License
DOH000000000053222,UROLOGY MED CARE INC.,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,DO?A JOSEFA,,0,1.5,0,Licensing Status:With License
DOH000000000040911,USUSAN DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory,clinic,Government,0,1,CITY OF TAGUIG,TAGUIG,USUSAN,,0,1.5,0,Licensing Status:With License
DOH000000000000915,USUSAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,USUSAN,,0,1.5,0,
DOH000000000039301,V. TONGCO MEDICAL &AMP; DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MALABON,MALABON,BARITAN,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000052482,VALCARE+ MULTISPECIALTY &AMP; DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF VALENZUELA,VALENZUELA,KARUHATAN,,0,1.5,0,Licensing Status:With License
DOH000000000032020,"VALENZUELA CITICARE MEDICAL CENTER-TIMOG HILAGA PROVIDENCE GROUP, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF VALENZUELA,VALENZUELA,MALINTA,Level 2,2,3.0,40,Licensing Status:With License
DOH000000000000801,VALENZUELA CITY EMERGENCY HOSPITAL,Health Facility,Infirmary,infirmary,Government,0,1,CITY OF VALENZUELA,VALENZUELA,DALANDANAN,,0,2.5,20,Licensing Status:With License
DOH000000000040978,VALENZUELA CITY HEALTH CLINICAL LABORATORY,Health Facility,Clinical Laboratory,clinic,Government,0,1,CITY OF VALENZUELA,VALENZUELA,KARUHATAN,,0,1.5,0,Licensing Status:With License
DOH000000000022712,VALENZUELA CITY HEALTH OFFICE,Health Facility,City Health Office,other,Government,0,0,CITY OF VALENZUELA,VALENZUELA,KARUHATAN,,0,1.0,0,Licensing Status:Without License
DOH000000000033806,VALENZUELA CITY SOCIAL HYGIENE CLINIC,Health Facility,Social Hygiene Clinic,clinic,Government,0,0,CITY OF VALENZUELA,VALENZUELA,DALANDANAN,,0,1.5,0,
DOH000000000005290,VALENZUELA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MAKATI,MAKATI,VALENZUELA,,0,1.5,0,
DOH000000000039377,VALENZUELA HOPE MOLECULAR LABORATORY,Health Facility,COVID-19 Testing Laboratory,laboratory,Government,0,1,CITY OF VALENZUELA,VALENZUELA,MALANDAY,,0,1.0,0,Licensing Status:With License
DOH000000000000802,VALENZUELA MEDICAL CENTER,Health Facility,Hospital,hospital,Government,0,1,CITY OF VALENZUELA,VALENZUELA,KARUHATAN,Level 3,3,4.0,150,Licensing Status:With License
DOH000000000007543,VALENZUELA PHYSICAL THERAPY CENTER,Health Facility,Medical Outpatient Clinic,clinic,Government,0,0,CITY OF VALENZUELA,VALENZUELA,POBLACION,,0,1.5,0,
DOH000000000002800,VALERIANO FUGOSO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,SANTA CRUZ,MANILA,BARANGAY 352,,0,1.5,0,Licensing Status:With License
DOH000000000043856,VALIANT-CARE MEDICAL AND LABORATORY SERVICES,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,HOLY SPIRIT,,0,1.5,0,Licensing Status:With License
DOH000000000046637,VALIENTES MATERNITY CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,PAYATAS,,0,1.5,1,Licensing Status:With License
DOH000000000045367,"VALLEYMED DIAGNOSTIC &AMP; AMBULATORY SURGICAL CENTER, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,NANGKA,,0,1.5,0,Licensing Status:With License
DOH000000000048624,"VALLEYMED DIAGNOSTIC AND AMBULATORY SURGICAL CENTER, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MARIKINA,MARIKINA,NANGKA,,0,1.0,0,Licensing Status:With License
DOH000000000040969,VALMEDICS DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF VALENZUELA,VALENZUELA,MALANDAY,,0,1.5,0,Licensing Status:With License
DOH000000000040991,VALULIFE MOBILE X-RAY &AMP; LABORATORY SERVICES,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.5,0,Licensing Status:With License
DOH000000000050040,VBE EYE CENTER CORP.,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,WEST TRIANGLE,,0,1.5,0,Licensing Status:With License
DOH000000000040912,VCARE DIAGNOSTICS,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,TUKTUKAN,,0,1.5,0,Licensing Status:With License
DOH000000000000916,VEINTE REALES HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,VIENTE REALES,,0,1.5,0,
DOH000000000003062,VELASQUEZ HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,TONDO I/II,MANILA,BARANGAY 97,,0,1.5,0,Licensing Status:With License
DOH000000000046623,VELMAN HEALTHCARE MEDICAL AND LABORATORY SERVICES,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,BAMBANG,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000002498,VERGARA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MANDALUYONG,MANDALUYONG,VERGARA,,0,1.5,0,
DOH000000000000145,VETERANS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,HOLY SPIRIT,,0,1.5,0,
DOH000000000002911,VETERANS MEMORIAL MEDICAL CENTER,Health Facility,Hospital,hospital,Government,0,1,QUEZON CITY,QUEZON CITY,PROJECT 6,Level 3,3,4.0,766,Licensing Status:With License
DOH000000000033240,VGC MATERNITY LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,PASONG TAMO,,0,1.5,2,Licensing Status:With License
DOH000000000040052,VIAN FAMILY HOSPITAL,Health Facility,Infirmary,infirmary,Private,1,1,CITY OF VALENZUELA,VALENZUELA,GEN. T. DE LEON,,0,2.5,12,Licensing Status:With License
DOH000000000023751,VIAN FAMILY HOSPITAL II,Health Facility,Infirmary,infirmary,Private,1,1,QUEZON CITY,QUEZON CITY,TALIPAPA,,0,2.5,6,Licensing Status:With License
DOH000000000016041,VICTORIA HOMES HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MUNTINLUPA,MUNTINLUPA,TUNASAN,,0,1.5,0,
DOH000000000039374,VICTORIA MEDICS FAMILY CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,PACO,MANILA,BARANGAY 818,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000044422,"VICTORIA SKIN LASER CARE CENTER, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,BAGONG PAG-ASA,,0,1.5,0,Licensing Status:With License
DOH000000000040682,VICTORIA SUAREZ LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,B. F. INTERNATIONAL VILLAGE,,0,1.5,2,Licensing Status:With License
DOH000000000004639,VICTORIANO LUNA MEDICAL CENTER,Health Facility,Hospital,hospital,Government,0,1,QUEZON CITY,QUEZON CITY,PINYAHAN,Level 3,3,4.0,1200,Licensing Status:With License
DOH000000000039829,VICTORIANO LUNA MEDICAL CENTER (AFRIMS) (CARTRIDGE - BASED PCR),Health Facility,COVID-19 Testing Laboratory,laboratory,Government,0,1,QUEZON CITY,QUEZON CITY,PINYAHAN,,0,1.0,0,Licensing Status:With License
DOH000000000038981,VICTORIANO LUNA MEDICAL CENTER (AFRIMS) (RT-PCR),Health Facility,COVID-19 Testing Laboratory,laboratory,Government,0,1,QUEZON CITY,QUEZON CITY,PINYAHAN,,0,1.0,0,Licensing Status:With License
